year,make,model,price,mileage,color,url,body_type
2014,Nissan,Versa,"$9,899",139464,blue,https://www.carpages.ca/used-cars/ontario/trenton/2014-nissan-versa-5645028/,Hatchback
2009,Hyundai,Elantra,"$5,995",165998,gray,https://www.carpages.ca/used-cars/ontario/trenton/2009-hyundai-elantra-5645004/,Hatchback
2020,Toyota,Prius,"$32,590",10,gray,https://www.carpages.ca/new-cars/prince-edward-island/summerside/2020-toyota-prius-5540979/,Hatchback
2020,Toyota,C-HR,"$26,200",10,gray,https://www.carpages.ca/new-cars/prince-edward-island/summerside/2020-toyota-c-hr-5002047/,Hatchback
2020,Mitsubishi,Mirage,"$15,173",10,gray,https://www.carpages.ca/used-cars/british-columbia/vancouver/2020-mitsubishi-mirage-4977642/,Hatchback
2016,Nissan,Leaf,"$16,808",35281,gun,https://www.carpages.ca/used-cars/british-columbia/vancouver/2016-nissan-leaf-4951545/,Hatchback
2014,Nissan,Versa,"$6,995",137143,blue,https://www.carpages.ca/used-cars/ontario/trenton/2014-nissan-versa-4856127/,Hatchback
2019,Nissan,Micra,"$15,995",84039,black,https://www.carpages.ca/used-cars/ontario/london/2019-nissan-micra-4804542/,Hatchback
2017,Chevrolet,Spark,"$12,000",48204,black,https://www.carpages.ca/used-cars/manitoba/winnipeg/2017-chevrolet-spark-4527582/,Hatchback
2010,Dodge,Journey,"$6,290",161672,black,https://www.carpages.ca/used-cars/british-columbia/west-kelowna/2010-dodge-journey-4514685/,Hatchback
2017,Chevrolet,Cruze,"$18,000",3500,gray,https://www.carpages.ca/used-cars/manitoba/winnipeg/2017-chevrolet-cruze-4477761/,Hatchback
2019,Volkswagen,Golf,"$23,995",9514,red,https://www.carpages.ca/used-cars/ontario/walkerton/2019-volkswagen-golf-3302312/,Hatchback
2017,Nissan,Micra,"$14,245",85811,black,https://www.carpages.ca/used-cars/ontario/london/2017-nissan-micra-3294865/,Hatchback
2016,Hyundai,Accent,"$13,497",65181,black,https://www.carpages.ca/used-cars/ontario/collingwood/2016-hyundai-accent-2377963/,Hatchback
2015,Hyundai,Accent,"$12,997",42274,gray,https://www.carpages.ca/used-cars/ontario/collingwood/2015-hyundai-accent-2365763/,Hatchback
2015,Hyundai,Veloster,"$17,497",37424,orange,https://www.carpages.ca/used-cars/ontario/collingwood/2015-hyundai-veloster-2341719/,Hatchback
2012,BMW,535xi,"$34,800",68700,black,https://www.carpages.ca/used-cars/ontario/markham/2012-bmw-535xi-2333662/,Hatchback
